,Manufacturer,Model,Year,Kilometers_Driven,Fuel_Type,Owner_Type,Mileage,Engine,Power,Price
277,Tata,Tata Zest Quadrajet,5,121900,Diesel,First,22.9,1248.0,74.0,375000.0
278,Ford,Ford EcoSport 1.0,5,22695,Petrol,First,18.8,999.0,123.24,850000.0
279,Maruti,Maruti Swift Dzire,10,73000,Diesel,First,23.0,1248.0,74.0,434999.99999999994
280,Maruti,Maruti Alto 800,6,32227,Petrol,First,22.7,796.0,47.3,326000.0
281,Honda,Honda City 1.5,11,55000,Petrol,First,17.0,1497.0,118.0,421000.0
282,Audi,Audi Q7 3.0,4,11287,Diesel,First,12.0,2967.0,241.4,7036000.0
283,Skoda,Skoda Laura 1.9,13,48000,Diesel,Second,17.0,1896.0,105.0,295000.0
284,Hyundai,Hyundai Verna 1.6,10,54308,Petrol,First,17.0,1591.0,121.3,428000.0
285,Honda,Honda City 1.5,13,78442,Petrol,First,16.0,1497.0,118.0,357000.0
286,Hyundai,Hyundai i20 Magna,9,46000,Diesel,First,21.0,1396.0,88.8,311000.0
287,Hyundai,Hyundai i20 Sportz,8,45051,Petrol,First,15.0,1396.0,98.6,596000.0
288,Volkswagen,Volkswagen Vento Diesel,11,69000,Diesel,First,20.5,1598.0,103.6,470000.0
289,Honda,Honda City i,8,49000,Petrol,First,17.0,1497.0,117.3,690000.0
290,Tata,Tata Zest Quadrajet,4,45000,Diesel,First,22.9,1248.0,74.0,525000.0
291,BMW,BMW 5 Series,7,64000,Diesel,First,18.4,1995.0,177.0,2800000.0
292,Maruti,Maruti Wagon R,13,60000,Petrol,First,18.0,1061.0,67.0,135000.0
293,Honda,Honda Jazz VX,7,62178,Petrol,First,18.0,1199.0,88.7,484999.99999999994
294,Volkswagen,Volkswagen Jetta 2007-2011,10,58006,Diesel,First,15.0,1896.0,105.0,670000.0
295,Hyundai,Hyundai i10 Magna,12,74000,Petrol,First,20.3,1197.0,78.9,310000.0
296,Mercedes-Benz,Mercedes-Benz New C-Class,7,77771,Diesel,First,19.2,2143.0,170.0,1864000.0
297,Hyundai,Hyundai i10 Magna,10,45275,Petrol,First,20.3,1197.0,78.9,280000.0
298,Toyota,Toyota Innova Crysta,6,48000,Diesel,First,13.6,2393.0,147.8,2025000.0
299,Audi,Audi A6 2011-2015,7,31652,Diesel,First,17.6,1968.0,174.33,2678000.0
300,Toyota,Toyota Innova 2.5,12,109000,Diesel,Second,12.9,2494.0,100.6,826000.0
301,Volkswagen,Volkswagen Polo Petrol,7,31978,Petrol,First,16.4,1198.0,73.9,389000.0
302,Maruti,Maruti Alto K10,11,70000,Petrol,First,20.9,998.0,67.1,210000.0
303,Honda,Honda City i-VTEC,5,15000,Petrol,First,18.0,1497.0,117.3,1269000.0
304,Tata,Tata Indigo LX,9,59138,Diesel,First,17.0,1405.0,70.0,258000.0
305,Audi,Audi A6 2011-2015,8,61726,Diesel,First,17.6,1968.0,174.33,2077000.0
306,Mercedes-Benz,Mercedes-Benz GLA Class,7,48000,Diesel,First,17.0,2143.0,136.0,2026000.0000000002
307,Hyundai,Hyundai Santro Xing,16,58000,Petrol,Second,0.0,1086.0,113.2722029281571,150000.0
308,Maruti,Maruti Swift VDI,11,60020,Diesel,First,17.0,1248.0,113.2722029281571,250000.0
309,Maruti,Maruti Celerio VXI,8,77815,Petrol,First,23.0,998.0,67.04,425000.0
310,Mercedes-Benz,Mercedes-Benz GLE 250d,5,29000,Diesel,First,17.0,2143.0,201.15,5700000.0
311,Land,Land Rover Range,5,44000,Diesel,First,12.0,2179.0,187.7,4400000.0
312,Volkswagen,Volkswagen Vento Diesel,11,108626,Diesel,First,20.5,1598.0,103.6,365000.0
313,Maruti,Maruti Omni 8,10,71791,Petrol,First,14.0,796.0,35.0,204999.99999999997
314,Honda,Honda Brio 1.2,10,91931,Petrol,First,18.0,1198.0,86.8,313000.0
315,Tata,Tata Sumo Delux,22,158000,Diesel,Second,14.0,2956.0,83.1,150000.0
316,Tata,Tata Indica Vista,10,91183,Diesel,First,18.0,1248.0,75.0,285000.0
317,Maruti,Maruti Wagon R,10,65000,Petrol,First,18.0,998.0,67.1,265000.0
318,Mahindra,Mahindra XUV500 W8,7,88428,Diesel,First,16.0,2179.0,140.0,1060000.0
319,Tata,Tata Indigo LS,14,138000,Diesel,Second,17.0,1396.0,70.0,125000.0
320,Maruti,Maruti Ertiga Paseo,4,18000,Petrol,First,16.0,1373.0,93.7,825000.0
321,Honda,Honda Accord 2.4,11,60000,Petrol,First,11.0,2354.0,177.6,445000.0
322,Maruti,Maruti Swift Dzire,10,48000,Diesel,First,19.0,1248.0,73.9,370000.0
323,Ford,Ford Fiesta EXi,13,160000,Diesel,First,17.0,1399.0,68.0,280000.0
324,Honda,Honda City ZX,14,40000,Petrol,First,17.0,1497.0,78.0,180000.0
325,Audi,Audi A6 2011-2015,8,51495,Diesel,First,17.6,1968.0,174.33,2195000.0
326,BMW,BMW 6 Series,11,30000,Diesel,First,9.5,2993.0,313.0,4900000.0
327,Audi,Audi Q7 45,5,97430,Diesel,First,14.7,2967.0,245.0,6267000.0
328,Maruti,Maruti Zen Estilo,14,42496,CNG,First,36.82,998.0,67.1,140000.0
329,Hyundai,Hyundai i20 1.4,10,83000,Diesel,First,23.0,1396.0,90.0,550000.0
330,Hyundai,Hyundai i10 Sportz,13,37000,Petrol,Third,16.9,1197.0,78.9,295000.0
331,Honda,Honda Jazz 1.2,6,28503,Petrol,First,19.0,1199.0,88.7,686000.0
332,Maruti,Maruti Swift VDI,7,76496,Diesel,First,25.0,1248.0,74.0,615000.0
333,Hyundai,Hyundai i20 Asta,11,79152,Petrol,Second,18.0,1197.0,82.85,330000.0
334,Volkswagen,Volkswagen Polo Petrol,11,32000,Petrol,First,16.4,1198.0,73.9,254999.99999999997
335,Maruti,Maruti Alto LXi,13,35000,Petrol,First,19.0,796.0,46.3,150000.0
336,Toyota,Toyota Corolla H4,18,105000,Petrol,Second,11.0,1794.0,125.0,250000.0
337,Maruti,Maruti Alto LXi,16,56000,Petrol,Second,19.0,796.0,46.3,140000.0
338,Tata,Tata Manza ELAN,10,73000,Diesel,First,21.1,1248.0,88.8,340000.0
339,Maruti,Maruti Alto LXi,10,38000,Petrol,First,19.0,796.0,46.3,225000.0
340,Skoda,Skoda Octavia Ambition,9,775000,Diesel,First,19.0,1968.0,141.0,750000.0
341,Toyota,Toyota Corolla H4,14,80000,Petrol,First,11.0,1794.0,125.0,280000.0
342,Hyundai,Hyundai i20 Asta,6,24973,Petrol,First,18.0,1197.0,81.83,766000.0
343,Maruti,Maruti Vitara Brezza,6,45000,Diesel,First,24.0,1248.0,88.5,715000.0
344,Honda,Honda City 1.5,12,87430,Petrol,First,17.0,1497.0,118.0,350000.0
345,Tata,Tata Indica Vista,8,133944,Diesel,Second,18.0,1248.0,75.0,350000.0
346,Honda,Honda Amaze S,9,57000,Diesel,First,25.0,1498.0,98.6,345000.0
347,Hyundai,Hyundai EON D,6,27904,Petrol,First,21.0,814.0,55.2,355000.0
348,BMW,BMW 3 Series,7,30717,Diesel,Second,21.7,1995.0,190.0,2599000.0
349,Hyundai,Hyundai Verna 1.6,10,80000,Diesel,First,22.3,1582.0,126.32,525000.0
350,Tata,Tata Manza Club,9,47304,Diesel,First,21.0,1248.0,88.8,290000.0
351,Skoda,Skoda Octavia RS,17,100000,Petrol,First,14.4,1984.0,227.0,204999.99999999997
352,Maruti,Maruti Alto K10,5,30000,Petrol,First,24.0,998.0,67.1,375000.0
353,Ford,Ford Ecosport 1.5,8,68000,Diesel,First,22.0,1498.0,89.84,675000.0
354,Chevrolet,Chevrolet Spark 1.0,11,21000,Petrol,Second,18.0,995.0,62.0,95000.0
355,Jaguar,Jaguar XF 2.0,5,21000,Diesel,First,19.3,1999.0,177.0,5200000.0
356,Honda,Honda CR-V RVi,15,119000,Petrol,Third,13.0,1997.0,141.1,391000.0
357,Skoda,Skoda Superb L&K,3,13747,Petrol,First,14.6,1798.0,177.46,2730000.0
358,Hyundai,Hyundai i10 Magna,13,620000,Petrol,First,20.3,1197.0,78.9,270000.0
359,Maruti,Maruti Swift LDI,9,70000,Diesel,First,22.0,1248.0,74.0,350000.0
360,Maruti,Maruti Swift Dzire,6,18000,Petrol,First,18.0,1197.0,83.14,620000.0
361,Nissan,Nissan Micra Diesel,11,83000,Diesel,First,23.0,1461.0,63.1,275000.0
362,Maruti,Maruti Swift Dzire,7,130000,Diesel,First,23.0,1248.0,74.0,325000.0
363,Ford,Ford Fiesta Classic,10,63400,Diesel,First,17.0,1399.0,67.0,325000.0
364,Maruti,Maruti Zen LX,19,65000,Petrol,First,17.0,993.0,60.0,65000.0
365,Mini,Mini Clubman Cooper,5,8350,Petrol,First,13.0,1998.0,192.0,3500000.0
366,Toyota,Toyota Etios GD,8,45000,Diesel,First,23.5,1364.0,67.05,325000.0
367,Maruti,Maruti Alto 800,4,26200,Petrol,First,24.0,796.0,47.3,290000.0
368,Maruti,Maruti Alto VXi,11,11000,Petrol,Third,18.0,796.0,47.0,290000.0
369,BMW,BMW X5 3.0d,13,90000,Diesel,Second,11.0,2993.0,235.0,1775000.0
370,Nissan,Nissan Teana XV,7,74000,Petrol,Second,11.0,2496.0,179.5,825000.0
371,Hyundai,Hyundai Grand i10,7,37081,Petrol,First,18.0,1197.0,82.0,577000.0
372,Maruti,Maruti Vitara Brezza,5,39000,Diesel,First,24.0,1248.0,88.5,949000.0
373,Audi,Audi Q7 3.0,14,99000,Diesel,Third,12.0,2967.0,241.4,1295000.0
374,Mercedes-Benz,Mercedes-Benz GLA Class,7,38000,Diesel,First,17.0,2143.0,136.0,2000000.0
375,Maruti,Maruti 800 AC,15,72000,Petrol,Third,16.0,796.0,37.0,100000.0
376,Renault,Renault Duster 85PS,7,93000,Diesel,Second,20.4,1461.0,83.8,710000.0
377,Toyota,Toyota Corolla Altis,5,5900,Diesel,First,21.4,1364.0,87.2,1650000.0
378,Mercedes-Benz,Mercedes-Benz New C-Class,8,25000,Diesel,First,15.0,2148.0,170.0,2600000.0
379,Maruti,Maruti Ritz VDi,12,68000,Diesel,Second,21.0,1248.0,73.9,320000.0
380,Honda,Honda BRV i-VTEC,5,35676,Petrol,First,16.0,1497.0,117.3,948000.0
381,Hyundai,Hyundai Xcent 1.1,7,74310,Diesel,First,24.0,1120.0,71.0,400000.0
382,Mercedes-Benz,Mercedes-Benz E-Class 2009-2013,8,59364,Diesel,First,14.2,2143.0,203.0,2650000.0
383,Mercedes-Benz,Mercedes-Benz B Class,8,41380,Petrol,Second,14.0,1595.0,120.7,1177000.0
384,Mercedes-Benz,Mercedes-Benz E-Class 2015-2017,5,33900,Diesel,First,15.0,2143.0,204.0,3700000.0
385,Honda,Honda City i,6,28000,Petrol,First,17.0,1497.0,117.3,875000.0
386,Hyundai,Hyundai Santro Xing,15,50958,Petrol,First,17.0,1086.0,113.2722029281571,195000.0
387,Honda,Honda City 1.5,11,93982,Petrol,First,17.0,1497.0,118.0,375000.0
388,Hyundai,Hyundai Verna Transform,12,95000,Petrol,First,16.0,1599.0,103.2,250000.0
389,Jaguar,Jaguar XE Portfolio,5,9000,Petrol,First,13.0,1999.0,246.74,3450000.0
390,Honda,Honda Amaze S,7,52516,Petrol,First,18.0,1198.0,86.7,465000.00000000006
391,Mini,Mini Cooper Convertible,7,20000,Petrol,First,18.8,1598.0,122.0,3200000.0
392,Mercedes-Benz,Mercedes-Benz S Class,5,56451,Diesel,First,13.0,2987.0,282.0,6281000.0
393,Hyundai,Hyundai EON Magna,8,37000,Petrol,First,21.0,814.0,55.2,325000.0
394,Maruti,Maruti Wagon R,8,17400,Petrol,First,20.5,998.0,67.04,310000.0
395,Maruti,Maruti Ritz LDi,11,90207,Diesel,First,21.0,1248.0,73.9,391000.0
396,BMW,BMW 3 Series,11,89616,Diesel,First,16.0,1995.0,181.0,1100000.0
397,Tata,Tata Xenon XT,8,85000,Diesel,First,13.4,2179.0,138.03,350000.0
398,Audi,Audi A3 35,8,79271,Diesel,First,20.3,1968.0,143.0,1650000.0
399,Land,Land Rover Range,10,56000,Diesel,First,12.0,2179.0,187.7,3000000.0
400,Mercedes-Benz,Mercedes-Benz GL-Class 2007,12,85001,Diesel,Second,12.0,2987.0,224.0,2800000.0
401,Mitsubishi,Mitsubishi Pajero Sport,4,12000,Diesel,First,13.0,2477.0,175.56,2800000.0
402,Maruti,Maruti Alto LX,12,125000,Petrol,First,19.0,796.0,46.3,92000.0
403,Maruti,Maruti Wagon R,9,53000,Petrol,First,14.0,1061.0,64.0,275000.0
404,Land,Land Rover Range,5,34990,Diesel,First,12.0,2179.0,187.7,5383000.0
405,Hyundai,Hyundai Verna 1.6,11,49768,Petrol,Second,17.0,1591.0,121.3,495000.0
406,BMW,BMW 5 Series,9,56000,Diesel,First,16.7,2993.0,218.0,3350000.0
407,Jaguar,Jaguar XF Diesel,9,75000,Diesel,First,14.7,2993.0,270.9,2795000.0
408,Skoda,Skoda Superb Elegance,12,57000,Petrol,First,13.0,1798.0,157.75,725000.0
409,Audi,Audi Q3 35,5,37542,Diesel,First,15.7,1968.0,174.33,2571000.0
410,Land,Land Rover Range,8,95649,Diesel,First,12.0,2179.0,187.7,2967000.0
411,Mercedes-Benz,Mercedes-Benz New C-Class,9,35299,Diesel,First,14.8,2143.0,170.0,1900000.0
412,Mahindra,Mahindra Scorpio S10,5,28464,Diesel,First,15.0,2179.0,120.0,1305000.0
413,BMW,BMW 3 Series,7,41000,Diesel,First,21.7,1995.0,190.0,2550000.0
414,Honda,Honda BR-V i-VTEC,5,9000,Petrol,First,15.0,1497.0,117.3,850000.0
415,Volvo,Volvo S80 2006-2013,12,92098,Diesel,Second,16.0,2400.0,215.0,725000.0
416,Hyundai,Hyundai Accent GLE,17,5834,Petrol,First,13.0,1495.0,94.0,80000.0
417,Hyundai,Hyundai i20 Active,5,40250,Petrol,First,17.1,1197.0,81.86,690000.0
418,Mercedes-Benz,Mercedes-Benz GLC 43,4,22397,Petrol,First,11.0,2996.0,367.0,7098999.999999999
419,Hyundai,Hyundai EON Magna,7,20800,Petrol,Second,21.0,814.0,55.2,225000.0
420,Hyundai,Hyundai Grand i10,4,40322,Petrol,First,18.0,1197.0,81.86,550000.0
421,Honda,Honda City 1.5,9,52576,Petrol,First,13.0,1493.0,100.0,434999.99999999994
422,Volkswagen,Volkswagen Polo Petrol,12,55000,Petrol,First,16.4,1198.0,73.9,225000.0
423,Audi,Audi A6 35,6,47000,Petrol,First,15.2,1798.0,187.74,2450000.0
424,Volkswagen,Volkswagen Jetta 2007-2011,12,42021,Diesel,First,0.0,1968.0,113.2722029281571,545000.0
425,Hyundai,Hyundai Creta 1.6,5,23163,Petrol,First,15.2,1591.0,121.3,1203000.0
426,Mercedes-Benz,Mercedes-Benz New C-Class,11,50000,Petrol,Second,11.7,1796.0,186.0,850000.0
427,Mini,Mini Cooper Convertible,8,11900,Petrol,First,16.8,1998.0,189.08,2850000.0
428,Hyundai,Hyundai Santro Xing,16,108000,Petrol,Second,17.0,1086.0,113.2722029281571,120000.0
429,Toyota,Toyota Etios VD,9,37000,Diesel,First,23.5,1364.0,67.04,575000.0
430,Honda,Honda Brio S,8,30000,Petrol,Second,19.0,1198.0,86.8,320000.0
431,Maruti,Maruti Baleno Alpha,4,12831,Petrol,First,21.0,1197.0,83.1,989000.0
432,Skoda,Skoda Laura Ambiente,10,143017,Diesel,First,20.0,1968.0,138.1,658000.0
433,Hyundai,Hyundai EON Era,4,13102,Petrol,First,21.0,814.0,55.2,405999.99999999994
434,Renault,Renault Captur 1.5,3,24950,Diesel,First,20.3,1461.0,108.45,1337000.0
435,BMW,BMW 5 Series,11,57832,Diesel,First,16.0,2993.0,258.0,2582000.0
436,Maruti,Maruti Alto 800,6,34267,Petrol,First,22.7,796.0,47.3,374000.0
437,Volvo,Volvo V40 D3,7,33000,Diesel,Second,16.0,1984.0,150.0,2200000.0
438,Maruti,Maruti Wagon R,15,55100,Petrol,First,18.0,998.0,67.1,145000.0
439,Honda,Honda City ZX,14,40000,Petrol,First,17.0,1497.0,78.0,200000.0
440,Maruti,Maruti Eeco 5,5,31841,CNG,First,21.139999999999997,1196.0,73.0,470000.0
441,Chevrolet,Chevrolet Enjoy 1.4,8,15000,Petrol,First,13.0,1399.0,98.79,375000.0
442,Mahindra,Mahindra Bolero ZLX,6,82756,Diesel,First,15.9,2523.0,62.1,770000.0
443,Hyundai,Hyundai Santro GLS,10,50243,Petrol,First,0.0,1086.0,113.2722029281571,335000.0
444,Hyundai,Hyundai EON D,8,20600,Petrol,First,21.0,814.0,55.2,260000.0
445,Hyundai,Hyundai Creta 1.6,5,29952,Petrol,First,13.0,1591.0,121.3,1377000.0
446,Volkswagen,Volkswagen Vento 1.6,5,15000,Petrol,Second,16.0,1598.0,103.5,710000.0
447,Honda,Honda Civic 2006-2010,14,61938,Petrol,Second,12.0,1799.0,130.0,265000.0
448,Tata,Tata Indica Vista,8,67000,Diesel,First,22.0,1248.0,74.0,250000.0
449,Mahindra,Mahindra XUV500 W8,9,61672,Diesel,First,16.0,2179.0,140.0,753000.0
450,Hyundai,Hyundai i20 1.2,5,26185,Petrol,First,18.0,1197.0,81.83,798000.0
451,Audi,Audi Q5 30,8,38000,Diesel,Second,14.1,1968.0,174.3,3900000.0
452,Maruti,Maruti Ritz VXi,11,67000,Petrol,Second,18.0,1197.0,85.8,225000.0
453,Mitsubishi,Mitsubishi Cedia Sports,12,66000,Petrol,Second,13.1,1999.0,114.0,385000.0
454,Toyota,Toyota Innova 2.5,7,80883,Diesel,First,12.0,2494.0,102.0,1350000.0
455,Maruti,Maruti Celerio LDi,6,80219,Diesel,First,27.6,793.0,47.0,350000.0
456,Maruti,Maruti S-Cross Delta,4,12923,Diesel,First,25.0,1248.0,88.5,892000.0
457,Audi,Audi Q3 35,6,86642,Diesel,First,15.1,1968.0,181.0,2037000.0
458,BMW,BMW 3 Series,6,19235,Diesel,First,21.7,1995.0,190.0,3650000.0
459,Audi,Audi Q7 4.2,6,51002,Diesel,First,11.3,4134.0,335.2,4891000.0
460,Hyundai,Hyundai i20 2015-2017,6,6800,Petrol,First,18.0,1197.0,81.83,720000.0
461,Renault,Renault Duster 110PS,10,82749,Diesel,First,19.0,1461.0,108.45,599000.0
462,Hyundai,Hyundai Xcent 1.1,6,51000,Diesel,First,24.0,1120.0,71.0,525000.0
463,Ford,Ford Ecosport 1.5,8,31465,Diesel,First,22.0,1498.0,89.84,650000.0
464,Volkswagen,Volkswagen Polo Petrol,9,76476,Petrol,First,16.4,1198.0,73.9,440000.00000000006
465,Hyundai,Hyundai Grand i10,5,14000,Diesel,First,24.0,1120.0,70.0,459999.99999999994
466,Tata,Tata Manza Aqua,9,47000,Diesel,First,21.1,1248.0,88.8,295000.0
467,Honda,Honda City 1.5,11,48466,Petrol,First,17.0,1497.0,118.0,326000.0
468,Hyundai,Hyundai Santro Xing,14,46000,Petrol,Second,17.9,1086.0,62.1,222000.00000000003
469,Toyota,Toyota Innova 2.5,10,162663,Diesel,First,12.9,2494.0,100.0,1050000.0
470,Maruti,Maruti Ciaz 1.3,5,25142,Diesel,First,28.0,1248.0,88.5,826000.0
471,Toyota,Toyota Fortuner 4x4,9,69000,Diesel,First,12.5,2982.0,169.0,1445000.0
472,Ford,Ford Fiesta 1.6,13,80524,Petrol,Second,15.0,1596.0,113.2722029281571,250000.0
473,Mercedes-Benz,Mercedes-Benz E-Class E,4,26405,Petrol,First,12.0,1950.0,191.34,5143000.0
474,Mercedes-Benz,Mercedes-Benz New C-Class,8,45000,Diesel,First,15.0,2148.0,170.0,2300000.0
475,Skoda,Skoda Yeti Ambition,10,64284,Diesel,First,17.7,1968.0,108.49,550000.0
476,Hyundai,Hyundai Grand i10,7,27000,Petrol,First,18.0,1197.0,82.0,450000.0
477,Ford,Ford Figo 2015-2019,4,3678,Petrol,First,18.1,1196.0,86.8,680000.0
478,Skoda,Skoda Octavia Ambition,9,21000,Petrol,First,16.0,1395.0,138.02,875000.0
479,Renault,Renault Duster 85PS,7,67000,Diesel,Second,19.8,1461.0,83.8,700000.0
480,Land,Land Rover Range,7,24000,Diesel,Second,15.6,1999.0,177.0,3350000.0
481,Ford,Ford Figo Diesel,11,75000,Diesel,Second,20.0,1399.0,68.0,225000.0
482,Ford,Ford Endeavour Hurricane,14,179000,Diesel,Second,12.0,2953.0,156.0,424000.0
483,Toyota,Toyota Fortuner 4x4,5,47198,Diesel,First,12.5,2982.0,168.5,2842000.0
484,Volkswagen,Volkswagen Polo Diesel,10,52000,Diesel,First,22.0,1199.0,73.9,275000.0
485,Maruti,Maruti Ritz VDi,11,91000,Diesel,First,23.0,1248.0,73.94,300000.0
486,Nissan,Nissan Micra Diesel,9,60000,Diesel,First,23.0,1461.0,63.1,355000.0
487,Hyundai,Hyundai Verna 1.6,9,37873,Diesel,First,22.3,1582.0,126.32,480000.0
488,BMW,BMW 5 Series,11,31000,Petrol,First,10.0,2497.0,150.0,1350000.0
489,Mercedes-Benz,Mercedes-Benz GLS 350d,5,129000,Diesel,First,11.0,2987.0,258.0,5600000.0
490,Honda,Honda CR-V 2.4L,18,78000,Petrol,First,12.0,2354.0,187.4,399000.0
491,Hyundai,Hyundai Creta 1.6,6,32000,Diesel,First,17.0,1582.0,126.2,1550000.0
492,Hyundai,Hyundai i10 Era,12,59000,Petrol,Second,19.8,1086.0,68.05,231999.99999999997
493,Mercedes-Benz,Mercedes-Benz A Class,6,35437,Diesel,First,20.0,2143.0,136.0,1857999.9999999998
494,Maruti,Maruti Ertiga VXI,8,98000,Petrol,First,16.0,1373.0,93.7,550000.0
495,Skoda,Skoda Octavia Classic,16,72000,Diesel,Second,18.0,1896.0,66.0,320000.0
496,Honda,Honda Amaze VX,7,79000,Petrol,First,18.0,1198.0,86.7,400000.0
497,Maruti,Maruti Zen LXi,18,29000,Petrol,First,17.0,993.0,60.0,160000.0
498,Maruti,Maruti SX4 ZXI,9,66012,Petrol,First,15.0,1586.0,103.3,415000.00000000006
499,Honda,Honda Brio VX,8,35000,Petrol,First,16.0,1198.0,86.8,425000.0
500,Maruti,Maruti Wagon R,11,75000,Petrol,First,18.0,998.0,67.1,260000.0
501,Toyota,Toyota Camry A/T,14,80000,Petrol,Second,12.0,2362.0,164.7,343000.0
502,Chevrolet,Chevrolet Beat LS,10,32717,Petrol,First,18.0,1199.0,79.4,254999.99999999997
503,Toyota,Toyota Fortuner 4x4,5,25000,Diesel,First,12.5,2982.0,168.5,3200000.0
504,Ford,Ford Ecosport 1.5,8,79000,Diesel,First,22.0,1498.0,89.84,625000.0
505,Maruti,Maruti Swift Vdi,12,86000,Diesel,Second,17.0,1248.0,75.0,360000.0
506,Mercedes-Benz,Mercedes-Benz S Class,12,137000,Diesel,First,13.0,2987.0,282.0,1850000.0
507,Honda,Honda Mobilio S,7,25000,Petrol,Second,17.0,1497.0,117.3,425000.0
508,Hyundai,Hyundai Grand i10,5,8500,Petrol,Second,18.0,1197.0,82.0,480000.0
509,Mahindra,Mahindra XUV500 AT,7,34000,Diesel,First,16.0,2179.0,140.0,1300000.0
510,Skoda,Skoda Fabia 1.6,10,41629,Petrol,Second,14.8,1598.0,105.0,225000.0
511,Hyundai,Hyundai Santro Xing,13,80227,Petrol,First,17.9,1086.0,62.1,229999.99999999997
512,Hyundai,Hyundai Creta 1.6,3,8587,Petrol,First,15.2,1591.0,121.3,1356000.0
513,Mahindra,Mahindra Scorpio 1.99,5,30000,Diesel,First,15.0,1997.0,120.0,1225000.0
514,Skoda,Skoda Rapid 1.6,9,64186,Diesel,First,20.0,1598.0,103.5,376000.0
515,Renault,Renault Duster 110PS,7,76427,Diesel,First,19.0,1461.0,108.45,858000.0
516,BMW,BMW X5 xDrive,11,75000,Diesel,First,11.0,2993.0,245.0,2750000.0
517,Toyota,Toyota Etios G,9,27075,Petrol,First,17.0,1496.0,88.73,495000.0
518,Maruti,Maruti Wagon R,10,30000,Petrol,First,22.0,998.0,67.04,330000.0
519,Hyundai,Hyundai Creta 1.6,6,69434,Petrol,First,15.0,1591.0,121.3,800000.0
520,Maruti,Maruti Celerio VXI,8,56000,Petrol,First,23.0,998.0,67.04,279000.0
521,Land,Land Rover Range,5,49275,Diesel,First,12.0,2179.0,187.7,4564000.0
522,Chevrolet,Chevrolet Beat LT,8,8700,Petrol,First,18.0,1199.0,76.8,254999.99999999997
523,Tata,Tata Nano Twist,8,18000,Petrol,Second,25.0,624.0,37.5,100000.0
524,Audi,Audi A6 2011-2015,5,41041,Diesel,First,17.6,1968.0,174.33,3756000.0
525,Mercedes-Benz,Mercedes-Benz E-Class 280,13,80464,Diesel,Second,11.0,2987.0,198.5,928999.9999999999
526,Maruti,Maruti Swift VXI,3,20667,Petrol,First,22.0,1197.0,81.8,637000.0
527,Fiat,Fiat Linea T,9,60283,Petrol,First,14.0,1368.0,112.0,298000.0
528,Maruti,Maruti Swift VXI,5,31696,Petrol,First,20.0,1197.0,81.8,575000.0
529,Toyota,Toyota Fortuner 3.0,12,100000,Diesel,First,11.0,2982.0,171.0,1300000.0
530,Maruti,Maruti Ertiga ZXI,8,13361,Petrol,First,16.0,1373.0,93.7,680000.0
531,BMW,BMW 3 Series,12,48394,Petrol,First,12.0,1995.0,154.0,1049000.0
532,Maruti,Maruti Ertiga VXI,8,47399,Petrol,First,16.0,1373.0,93.7,560000.0
533,Honda,Honda City 1.5,12,69000,Petrol,Second,16.0,1497.0,118.0,285000.0
534,Hyundai,Hyundai Santa Fe,9,65278,Diesel,First,14.6,2199.0,194.3,836000.0
535,Tata,Tata Indigo LS,17,108000,Diesel,First,17.0,1405.0,70.0,100000.0
536,Mercedes-Benz,Mercedes-Benz E-Class 2009-2013,12,50645,Petrol,Second,10.9,2497.0,204.0,1075000.0
537,Maruti,Maruti Swift Dzire,11,130002,Diesel,First,19.0,1248.0,73.9,385000.0
538,Ford,Ford Fiesta Classic,10,107000,Diesel,First,17.0,1399.0,67.0,300000.0
539,Honda,Honda City i,7,41950,Petrol,First,18.0,1497.0,117.3,960000.0
540,Toyota,Toyota Fortuner 4x2,10,109000,Diesel,First,13.0,2982.0,168.5,1325000.0
541,Honda,Honda Amaze VX,6,9000,Petrol,First,18.0,1198.0,86.7,575000.0
542,Hyundai,Hyundai i20 Asta,8,43900,Diesel,First,22.5,1396.0,88.73,675000.0
543,Chevrolet,Chevrolet Enjoy TCDi,9,64000,Diesel,Second,18.0,1248.0,73.8,484999.99999999994
544,Mercedes-Benz,Mercedes-Benz New C-Class,3,13190,Petrol,First,0.0,1950.0,181.43,3899000.0
545,Maruti,Maruti SX4 ZXI,13,77652,Petrol,First,12.0,1586.0,103.2,285000.0
546,Toyota,Toyota Innova 2.5,10,55000,Diesel,First,12.9,2494.0,100.0,951000.0
547,BMW,BMW 5 Series,10,59900,Diesel,Second,18.4,1995.0,177.0,1850000.0
548,Renault,Renault Duster 110PS,7,73539,Diesel,First,19.0,1461.0,108.45,675000.0
549,BMW,BMW X1 sDrive,5,31645,Diesel,First,20.6,1995.0,190.0,2940000.0
550,Honda,Honda City ZX,13,69690,Petrol,First,17.0,1497.0,78.0,329000.0
551,Maruti,Maruti Ciaz RS,6,41000,Diesel,First,28.0,1248.0,88.5,950000.0
552,Maruti,Maruti Swift Dzire,12,109200,Petrol,Second,17.0,1298.0,85.8,220000.00000000003
553,Mahindra,Mahindra XUV500 W6,10,80000,Diesel,First,15.0,2179.0,140.0,650000.0
554,Honda,Honda Civic 2006-2010,15,51000,Petrol,First,13.0,1799.0,130.0,490000.00000000006
555,Maruti,Maruti Ertiga ZDI,9,105000,Diesel,Second,25.4,1248.0,88.5,675000.0
556,Toyota,Toyota Etios Liva,9,179000,Diesel,First,23.5,1364.0,67.04,380000.0
