,Manufacturer,Model,Year,Kilometers_Driven,Fuel_Type,Owner_Type,Mileage,Engine,Power,Price
271,BMW,BMW X3 xDrive30d,2017,51982,Diesel,First,16.55,2993.0,258.0,4577000.0
272,Hyundai,Hyundai i10 Sportz,2010,36000,Petrol,Second,20.36,1197.0,78.9,325000.0
273,Toyota,Toyota Innova 2.5,2016,47000,Diesel,First,12.8,2494.0,102.0,1280000.0
274,Maruti,Maruti Zen VXI,2002,60000,Petrol,Third,17.3,993.0,60.0,55000.00000000001
275,Maruti,Maruti Swift VDI,2018,31025,Diesel,First,28.4,1248.0,74.0,715000.0
276,Mahindra,Mahindra Scorpio VLX,2013,105000,Diesel,Second,12.05,2179.0,120.0,700000.0
277,Tata,Tata Zest Quadrajet,2017,121900,Diesel,First,22.95,1248.0,74.0,375000.0
278,Ford,Ford EcoSport 1.0,2017,22695,Petrol,First,18.88,999.0,123.24,850000.0
279,Maruti,Maruti Swift Dzire,2012,73000,Diesel,First,23.4,1248.0,74.0,434999.99999999994
280,Maruti,Maruti Alto 800,2016,32227,Petrol,First,22.74,796.0,47.3,326000.0
281,Honda,Honda City 1.5,2011,55000,Petrol,First,17.0,1497.0,118.0,421000.0
282,Audi,Audi Q7 3.0,2018,11287,Diesel,First,12.07,2967.0,241.4,7036000.0
283,Skoda,Skoda Laura 1.9,2009,48000,Diesel,Second,17.0,1896.0,105.0,295000.0
284,Hyundai,Hyundai Verna 1.6,2012,54308,Petrol,First,17.1,1591.0,121.3,428000.0
285,Honda,Honda City 1.5,2009,78442,Petrol,First,16.8,1497.0,118.0,357000.0
286,Hyundai,Hyundai i20 Magna,2013,46000,Diesel,First,21.9,1396.0,88.8,311000.0
287,Hyundai,Hyundai i20 Sportz,2014,45051,Petrol,First,15.0,1396.0,98.6,596000.0
288,Volkswagen,Volkswagen Vento Diesel,2011,69000,Diesel,First,20.54,1598.0,103.6,470000.0
289,Honda,Honda City i,2014,49000,Petrol,First,17.4,1497.0,117.3,690000.0
290,Tata,Tata Zest Quadrajet,2018,45000,Diesel,First,22.95,1248.0,74.0,525000.0
291,BMW,BMW 5 Series,2015,64000,Diesel,First,18.48,1995.0,177.0,2800000.0
292,Maruti,Maruti Wagon R,2009,60000,Petrol,First,18.9,1061.0,67.0,135000.0
293,Honda,Honda Jazz VX,2015,62178,Petrol,First,18.2,1199.0,88.7,484999.99999999994
294,Volkswagen,Volkswagen Jetta 2007-2011,2012,58006,Diesel,First,15.0,1896.0,105.0,670000.0
295,Hyundai,Hyundai i10 Magna,2010,74000,Petrol,First,20.36,1197.0,78.9,310000.0
296,Mercedes-Benz,Mercedes-Benz New C-Class,2015,77771,Diesel,First,19.27,2143.0,170.0,1864000.0
297,Hyundai,Hyundai i10 Magna,2012,45275,Petrol,First,20.36,1197.0,78.9,280000.0
298,Toyota,Toyota Innova Crysta,2016,48000,Diesel,First,13.68,2393.0,147.8,2025000.0
299,Audi,Audi A6 2011-2015,2015,31652,Diesel,First,17.68,1968.0,174.33,2678000.0
300,Toyota,Toyota Innova 2.5,2010,109000,Diesel,Second,12.99,2494.0,100.6,826000.0
301,Volkswagen,Volkswagen Polo Petrol,2015,31978,Petrol,First,16.47,1198.0,73.9,389000.0
302,Maruti,Maruti Alto K10,2011,70000,Petrol,First,20.92,998.0,67.1,210000.0
303,Honda,Honda City i-VTEC,2017,15000,Petrol,First,18.0,1497.0,117.3,1269000.0
304,Tata,Tata Indigo LX,2013,59138,Diesel,First,17.0,1405.0,70.0,258000.0
305,Audi,Audi A6 2011-2015,2014,61726,Diesel,First,17.68,1968.0,174.33,2077000.0
306,Mercedes-Benz,Mercedes-Benz GLA Class,2015,48000,Diesel,First,17.9,2143.0,136.0,2026000.0000000002
307,Hyundai,Hyundai Santro Xing,2006,58000,Petrol,Second,0.0,1086.0,113.25304969366827,150000.0
308,Maruti,Maruti Swift VDI,2011,60020,Diesel,First,17.8,1248.0,113.25304969366827,250000.0
309,Maruti,Maruti Celerio VXI,2014,77815,Petrol,First,23.1,998.0,67.04,425000.0
310,Mercedes-Benz,Mercedes-Benz GLE 250d,2017,29000,Diesel,First,17.9,2143.0,201.15,5700000.0
311,Land,Land Rover Range,2017,44000,Diesel,First,12.7,2179.0,187.7,4400000.0
312,Volkswagen,Volkswagen Vento Diesel,2011,108626,Diesel,First,20.54,1598.0,103.6,365000.0
313,Maruti,Maruti Omni 8,2012,71791,Petrol,First,14.0,796.0,35.0,204999.99999999997
314,Honda,Honda Brio 1.2,2012,91931,Petrol,First,18.5,1198.0,86.8,313000.0
315,Tata,Tata Sumo Delux,2000,158000,Diesel,Second,14.07,2956.0,83.1,150000.0
316,Tata,Tata Indica Vista,2012,91183,Diesel,First,18.0,1248.0,75.0,285000.0
317,Maruti,Maruti Wagon R,2012,65000,Petrol,First,18.9,998.0,67.1,265000.0
318,Mahindra,Mahindra XUV500 W8,2015,88428,Diesel,First,16.0,2179.0,140.0,1060000.0
319,Tata,Tata Indigo LS,2008,138000,Diesel,Second,17.1,1396.0,70.0,125000.0
320,Maruti,Maruti Ertiga Paseo,2018,18000,Petrol,First,16.02,1373.0,93.7,825000.0
321,Honda,Honda Accord 2.4,2011,60000,Petrol,First,11.7,2354.0,177.6,445000.0
322,Maruti,Maruti Swift Dzire,2012,48000,Diesel,First,19.3,1248.0,73.9,370000.0
323,Ford,Ford Fiesta EXi,2009,160000,Diesel,First,17.8,1399.0,68.0,280000.0
324,Honda,Honda City ZX,2008,40000,Petrol,First,17.7,1497.0,78.0,180000.0
325,Audi,Audi A6 2011-2015,2014,51495,Diesel,First,17.68,1968.0,174.33,2195000.0
326,BMW,BMW 6 Series,2011,30000,Diesel,First,9.52,2993.0,313.0,4900000.0
327,Audi,Audi Q7 45,2017,97430,Diesel,First,14.75,2967.0,245.0,6267000.0
328,Maruti,Maruti Zen Estilo,2008,42496,CNG,First,26.3,998.0,67.1,140000.0
329,Hyundai,Hyundai i20 1.4,2012,83000,Diesel,First,23.0,1396.0,90.0,550000.0
330,Hyundai,Hyundai i10 Sportz,2009,37000,Petrol,Third,16.95,1197.0,78.9,295000.0
331,Honda,Honda Jazz 1.2,2016,28503,Petrol,First,19.0,1199.0,88.7,686000.0
332,Maruti,Maruti Swift VDI,2015,76496,Diesel,First,25.2,1248.0,74.0,615000.0
333,Hyundai,Hyundai i20 Asta,2011,79152,Petrol,Second,18.5,1197.0,82.85,330000.0
334,Volkswagen,Volkswagen Polo Petrol,2011,32000,Petrol,First,16.47,1198.0,73.9,254999.99999999997
335,Maruti,Maruti Alto LXi,2009,35000,Petrol,First,19.7,796.0,46.3,150000.0
336,Toyota,Toyota Corolla H4,2004,105000,Petrol,Second,11.3,1794.0,125.0,250000.0
337,Maruti,Maruti Alto LXi,2006,56000,Petrol,Second,19.7,796.0,46.3,140000.0
338,Tata,Tata Manza ELAN,2012,73000,Diesel,First,21.12,1248.0,88.8,340000.0
339,Maruti,Maruti Alto LXi,2012,38000,Petrol,First,19.7,796.0,46.3,225000.0
340,Skoda,Skoda Octavia Ambition,2013,775000,Diesel,First,19.3,1968.0,141.0,750000.0
341,Toyota,Toyota Corolla H4,2008,80000,Petrol,First,11.3,1794.0,125.0,280000.0
342,Hyundai,Hyundai i20 Asta,2016,24973,Petrol,First,18.6,1197.0,81.83,766000.0
343,Maruti,Maruti Vitara Brezza,2016,45000,Diesel,First,24.3,1248.0,88.5,715000.0
344,Honda,Honda City 1.5,2010,87430,Petrol,First,17.0,1497.0,118.0,350000.0
345,Tata,Tata Indica Vista,2014,133944,Diesel,Second,18.0,1248.0,75.0,350000.0
346,Honda,Honda Amaze S,2013,57000,Diesel,First,25.8,1498.0,98.6,345000.0
347,Hyundai,Hyundai EON D,2016,27904,Petrol,First,21.1,814.0,55.2,355000.0
348,BMW,BMW 3 Series,2015,30717,Diesel,Second,21.76,1995.0,190.0,2599000.0
349,Hyundai,Hyundai Verna 1.6,2012,80000,Diesel,First,22.32,1582.0,126.32,525000.0
350,Tata,Tata Manza Club,2013,47304,Diesel,First,21.02,1248.0,88.8,290000.0
351,Skoda,Skoda Octavia RS,2005,100000,Petrol,First,14.45,1984.0,227.0,204999.99999999997
352,Maruti,Maruti Alto K10,2017,30000,Petrol,First,24.07,998.0,67.1,375000.0
353,Ford,Ford Ecosport 1.5,2014,68000,Diesel,First,22.7,1498.0,89.84,675000.0
354,Chevrolet,Chevrolet Spark 1.0,2011,21000,Petrol,Second,18.0,995.0,62.0,95000.0
355,Jaguar,Jaguar XF 2.0,2017,21000,Diesel,First,19.33,1999.0,177.0,5200000.0
356,Honda,Honda CR-V RVi,2007,119000,Petrol,Third,13.1,1997.0,141.1,391000.0
357,Skoda,Skoda Superb L&K,2019,13747,Petrol,First,14.67,1798.0,177.46,2730000.0
358,Hyundai,Hyundai i10 Magna,2009,620000,Petrol,First,20.36,1197.0,78.9,270000.0
359,Maruti,Maruti Swift LDI,2013,70000,Diesel,First,22.9,1248.0,74.0,350000.0
360,Maruti,Maruti Swift Dzire,2016,18000,Petrol,First,18.5,1197.0,83.14,620000.0
361,Nissan,Nissan Micra Diesel,2011,83000,Diesel,First,23.08,1461.0,63.1,275000.0
362,Maruti,Maruti Swift Dzire,2015,130000,Diesel,First,23.4,1248.0,74.0,325000.0
363,Ford,Ford Fiesta Classic,2012,63400,Diesel,First,17.8,1399.0,67.0,325000.0
364,Maruti,Maruti Zen LX,2003,65000,Petrol,First,17.3,993.0,60.0,65000.0
365,Mini,Mini Clubman Cooper,2017,8350,Petrol,First,13.8,1998.0,192.0,3500000.0
366,Toyota,Toyota Etios GD,2014,45000,Diesel,First,23.59,1364.0,67.05,325000.0
367,Maruti,Maruti Alto 800,2018,26200,Petrol,First,24.7,796.0,47.3,290000.0
368,Maruti,Maruti Alto VXi,2011,11000,Petrol,Third,18.9,796.0,47.0,290000.0
369,BMW,BMW X5 3.0d,2009,90000,Diesel,Second,11.0,2993.0,235.0,1775000.0
370,Nissan,Nissan Teana XV,2015,74000,Petrol,Second,11.07,2496.0,179.5,825000.0
371,Hyundai,Hyundai Grand i10,2015,37081,Petrol,First,18.9,1197.0,82.0,577000.0
372,Maruti,Maruti Vitara Brezza,2017,39000,Diesel,First,24.3,1248.0,88.5,949000.0
373,Audi,Audi Q7 3.0,2008,99000,Diesel,Third,12.07,2967.0,241.4,1295000.0
374,Mercedes-Benz,Mercedes-Benz GLA Class,2015,38000,Diesel,First,17.9,2143.0,136.0,2000000.0
375,Maruti,Maruti 800 AC,2007,72000,Petrol,Third,16.1,796.0,37.0,100000.0
376,Renault,Renault Duster 85PS,2015,93000,Diesel,Second,20.45,1461.0,83.8,710000.0
377,Toyota,Toyota Corolla Altis,2017,5900,Diesel,First,21.43,1364.0,87.2,1650000.0
378,Mercedes-Benz,Mercedes-Benz New C-Class,2014,25000,Diesel,First,15.8,2148.0,170.0,2600000.0
379,Maruti,Maruti Ritz VDi,2010,68000,Diesel,Second,21.1,1248.0,73.9,320000.0
380,Honda,Honda BRV i-VTEC,2017,35676,Petrol,First,16.0,1497.0,117.3,948000.0
381,Hyundai,Hyundai Xcent 1.1,2015,74310,Diesel,First,24.4,1120.0,71.0,400000.0
382,Mercedes-Benz,Mercedes-Benz E-Class 2009-2013,2014,59364,Diesel,First,14.21,2143.0,203.0,2650000.0
383,Mercedes-Benz,Mercedes-Benz B Class,2014,41380,Petrol,Second,14.8,1595.0,120.7,1177000.0
384,Mercedes-Benz,Mercedes-Benz E-Class 2015-2017,2017,33900,Diesel,First,15.0,2143.0,204.0,3700000.0
385,Honda,Honda City i,2016,28000,Petrol,First,17.8,1497.0,117.3,875000.0
386,Hyundai,Hyundai Santro Xing,2007,50958,Petrol,First,17.0,1086.0,113.25304969366827,195000.0
387,Honda,Honda City 1.5,2011,93982,Petrol,First,17.0,1497.0,118.0,375000.0
388,Hyundai,Hyundai Verna Transform,2010,95000,Petrol,First,16.2,1599.0,103.2,250000.0
389,Jaguar,Jaguar XE Portfolio,2017,9000,Petrol,First,13.5,1999.0,246.74,3450000.0
390,Honda,Honda Amaze S,2015,52516,Petrol,First,18.0,1198.0,86.7,465000.00000000006
391,Mini,Mini Cooper Convertible,2015,20000,Petrol,First,18.86,1598.0,122.0,3200000.0
392,Mercedes-Benz,Mercedes-Benz S Class,2017,56451,Diesel,First,13.5,2987.0,282.0,6281000.0
393,Hyundai,Hyundai EON Magna,2014,37000,Petrol,First,21.1,814.0,55.2,325000.0
394,Maruti,Maruti Wagon R,2014,17400,Petrol,First,20.51,998.0,67.04,310000.0
395,Maruti,Maruti Ritz LDi,2011,90207,Diesel,First,21.1,1248.0,73.9,391000.0
396,BMW,BMW 3 Series,2011,89616,Diesel,First,16.07,1995.0,181.0,1100000.0
397,Tata,Tata Xenon XT,2014,85000,Diesel,First,13.49,2179.0,138.03,350000.0
398,Audi,Audi A3 35,2014,79271,Diesel,First,20.38,1968.0,143.0,1650000.0
399,Land,Land Rover Range,2012,56000,Diesel,First,12.7,2179.0,187.7,3000000.0
400,Mercedes-Benz,Mercedes-Benz GL-Class 2007,2010,85001,Diesel,Second,12.0,2987.0,224.0,2800000.0
401,Mitsubishi,Mitsubishi Pajero Sport,2018,12000,Diesel,First,13.5,2477.0,175.56,2800000.0
402,Maruti,Maruti Alto LX,2010,125000,Petrol,First,19.7,796.0,46.3,92000.0
403,Maruti,Maruti Wagon R,2013,53000,Petrol,First,14.0,1061.0,64.0,275000.0
404,Land,Land Rover Range,2017,34990,Diesel,First,12.7,2179.0,187.7,5383000.0
405,Hyundai,Hyundai Verna 1.6,2011,49768,Petrol,Second,17.01,1591.0,121.3,495000.0
406,BMW,BMW 5 Series,2013,56000,Diesel,First,16.73,2993.0,218.0,3350000.0
407,Jaguar,Jaguar XF Diesel,2013,75000,Diesel,First,14.74,2993.0,270.9,2795000.0
408,Skoda,Skoda Superb Elegance,2010,57000,Petrol,First,13.7,1798.0,157.75,725000.0
409,Audi,Audi Q3 35,2017,37542,Diesel,First,15.73,1968.0,174.33,2571000.0
410,Land,Land Rover Range,2014,95649,Diesel,First,12.7,2179.0,187.7,2967000.0
411,Mercedes-Benz,Mercedes-Benz New C-Class,2013,35299,Diesel,First,14.84,2143.0,170.0,1900000.0
412,Mahindra,Mahindra Scorpio S10,2017,28464,Diesel,First,15.4,2179.0,120.0,1305000.0
413,BMW,BMW 3 Series,2015,41000,Diesel,First,21.76,1995.0,190.0,2550000.0
414,Honda,Honda BR-V i-VTEC,2017,9000,Petrol,First,15.4,1497.0,117.3,850000.0
415,Volvo,Volvo S80 2006-2013,2010,92098,Diesel,Second,16.0,2400.0,215.0,725000.0
416,Hyundai,Hyundai Accent GLE,2005,5834,Petrol,First,13.2,1495.0,94.0,80000.0
417,Hyundai,Hyundai i20 Active,2017,40250,Petrol,First,17.19,1197.0,81.86,690000.0
418,Mercedes-Benz,Mercedes-Benz GLC 43,2018,22397,Petrol,First,11.5,2996.0,367.0,7098999.999999999
419,Hyundai,Hyundai EON Magna,2015,20800,Petrol,Second,21.1,814.0,55.2,225000.0
420,Hyundai,Hyundai Grand i10,2018,40322,Petrol,First,18.9,1197.0,81.86,550000.0
421,Honda,Honda City 1.5,2013,52576,Petrol,First,13.0,1493.0,100.0,434999.99999999994
422,Volkswagen,Volkswagen Polo Petrol,2010,55000,Petrol,First,16.47,1198.0,73.9,225000.0
423,Audi,Audi A6 35,2016,47000,Petrol,First,15.26,1798.0,187.74,2450000.0
424,Volkswagen,Volkswagen Jetta 2007-2011,2010,42021,Diesel,First,0.0,1968.0,113.25304969366827,545000.0
425,Hyundai,Hyundai Creta 1.6,2017,23163,Petrol,First,15.29,1591.0,121.3,1203000.0
426,Mercedes-Benz,Mercedes-Benz New C-Class,2011,50000,Petrol,Second,11.74,1796.0,186.0,850000.0
427,Mini,Mini Cooper Convertible,2014,11900,Petrol,First,16.82,1998.0,189.08,2850000.0
428,Hyundai,Hyundai Santro Xing,2006,108000,Petrol,Second,17.0,1086.0,113.25304969366827,120000.0
429,Toyota,Toyota Etios VD,2013,37000,Diesel,First,23.59,1364.0,67.04,575000.0
430,Honda,Honda Brio S,2014,30000,Petrol,Second,19.4,1198.0,86.8,320000.0
431,Maruti,Maruti Baleno Alpha,2018,12831,Petrol,First,21.4,1197.0,83.1,989000.0
432,Skoda,Skoda Laura Ambiente,2012,143017,Diesel,First,20.0,1968.0,138.1,658000.0
433,Hyundai,Hyundai EON Era,2018,13102,Petrol,First,21.1,814.0,55.2,405999.99999999994
434,Renault,Renault Captur 1.5,2019,24950,Diesel,First,20.37,1461.0,108.45,1337000.0
435,BMW,BMW 5 Series,2011,57832,Diesel,First,16.2,2993.0,258.0,2582000.0
436,Maruti,Maruti Alto 800,2016,34267,Petrol,First,22.74,796.0,47.3,374000.0
437,Volvo,Volvo V40 D3,2015,33000,Diesel,Second,16.8,1984.0,150.0,2200000.0
438,Maruti,Maruti Wagon R,2007,55100,Petrol,First,18.9,998.0,67.1,145000.0
439,Honda,Honda City ZX,2008,40000,Petrol,First,17.7,1497.0,78.0,200000.0
440,Maruti,Maruti Eeco 5,2017,31841,CNG,First,15.1,1196.0,73.0,470000.0
441,Chevrolet,Chevrolet Enjoy 1.4,2014,15000,Petrol,First,13.7,1399.0,98.79,375000.0
442,Mahindra,Mahindra Bolero ZLX,2016,82756,Diesel,First,15.96,2523.0,62.1,770000.0
443,Hyundai,Hyundai Santro GLS,2012,50243,Petrol,First,0.0,1086.0,113.25304969366827,335000.0
444,Hyundai,Hyundai EON D,2014,20600,Petrol,First,21.1,814.0,55.2,260000.0
445,Hyundai,Hyundai Creta 1.6,2017,29952,Petrol,First,13.0,1591.0,121.3,1377000.0
446,Volkswagen,Volkswagen Vento 1.6,2017,15000,Petrol,Second,16.09,1598.0,103.5,710000.0
447,Honda,Honda Civic 2006-2010,2008,61938,Petrol,Second,12.9,1799.0,130.0,265000.0
448,Tata,Tata Indica Vista,2014,67000,Diesel,First,22.3,1248.0,74.0,250000.0
449,Mahindra,Mahindra XUV500 W8,2013,61672,Diesel,First,16.0,2179.0,140.0,753000.0
450,Hyundai,Hyundai i20 1.2,2017,26185,Petrol,First,18.6,1197.0,81.83,798000.0
451,Audi,Audi Q5 30,2014,38000,Diesel,Second,14.16,1968.0,174.3,3900000.0
452,Maruti,Maruti Ritz VXi,2011,67000,Petrol,Second,18.5,1197.0,85.8,225000.0
453,Mitsubishi,Mitsubishi Cedia Sports,2010,66000,Petrol,Second,13.17,1999.0,114.0,385000.0
454,Toyota,Toyota Innova 2.5,2015,80883,Diesel,First,12.8,2494.0,102.0,1350000.0
455,Maruti,Maruti Celerio LDi,2016,80219,Diesel,First,27.62,793.0,47.0,350000.0
456,Maruti,Maruti S-Cross Delta,2018,12923,Diesel,First,25.1,1248.0,88.5,892000.0
457,Audi,Audi Q3 35,2016,86642,Diesel,First,15.17,1968.0,181.0,2037000.0
458,BMW,BMW 3 Series,2016,19235,Diesel,First,21.76,1995.0,190.0,3650000.0
459,Audi,Audi Q7 4.2,2016,51002,Diesel,First,11.33,4134.0,335.2,4891000.0
460,Hyundai,Hyundai i20 2015-2017,2016,6800,Petrol,First,18.6,1197.0,81.83,720000.0
461,Renault,Renault Duster 110PS,2012,82749,Diesel,First,19.01,1461.0,108.45,599000.0
462,Hyundai,Hyundai Xcent 1.1,2016,51000,Diesel,First,24.4,1120.0,71.0,525000.0
463,Ford,Ford Ecosport 1.5,2014,31465,Diesel,First,22.7,1498.0,89.84,650000.0
464,Volkswagen,Volkswagen Polo Petrol,2013,76476,Petrol,First,16.47,1198.0,73.9,440000.00000000006
465,Hyundai,Hyundai Grand i10,2017,14000,Diesel,First,24.0,1120.0,70.0,459999.99999999994
466,Tata,Tata Manza Aqua,2013,47000,Diesel,First,21.12,1248.0,88.8,295000.0
467,Honda,Honda City 1.5,2011,48466,Petrol,First,17.0,1497.0,118.0,326000.0
468,Hyundai,Hyundai Santro Xing,2008,46000,Petrol,Second,17.92,1086.0,62.1,222000.00000000003
469,Toyota,Toyota Innova 2.5,2012,162663,Diesel,First,12.99,2494.0,100.0,1050000.0
470,Maruti,Maruti Ciaz 1.3,2017,25142,Diesel,First,28.09,1248.0,88.5,826000.0
471,Toyota,Toyota Fortuner 4x4,2013,69000,Diesel,First,12.55,2982.0,169.0,1445000.0
472,Ford,Ford Fiesta 1.6,2009,80524,Petrol,Second,15.3,1596.0,113.25304969366827,250000.0
473,Mercedes-Benz,Mercedes-Benz E-Class E,2018,26405,Petrol,First,12.6,1950.0,191.34,5143000.0
474,Mercedes-Benz,Mercedes-Benz New C-Class,2014,45000,Diesel,First,15.8,2148.0,170.0,2300000.0
475,Skoda,Skoda Yeti Ambition,2012,64284,Diesel,First,17.72,1968.0,108.49,550000.0
476,Hyundai,Hyundai Grand i10,2015,27000,Petrol,First,18.9,1197.0,82.0,450000.0
477,Ford,Ford Figo 2015-2019,2018,3678,Petrol,First,18.16,1196.0,86.8,680000.0
478,Skoda,Skoda Octavia Ambition,2013,21000,Petrol,First,16.8,1395.0,138.02,875000.0
479,Renault,Renault Duster 85PS,2015,67000,Diesel,Second,19.87,1461.0,83.8,700000.0
480,Land,Land Rover Range,2015,24000,Diesel,Second,15.68,1999.0,177.0,3350000.0
481,Ford,Ford Figo Diesel,2011,75000,Diesel,Second,20.0,1399.0,68.0,225000.0
482,Ford,Ford Endeavour Hurricane,2008,179000,Diesel,Second,12.8,2953.0,156.0,424000.0
483,Toyota,Toyota Fortuner 4x4,2017,47198,Diesel,First,12.55,2982.0,168.5,2842000.0
484,Volkswagen,Volkswagen Polo Diesel,2012,52000,Diesel,First,22.07,1199.0,73.9,275000.0
485,Maruti,Maruti Ritz VDi,2011,91000,Diesel,First,23.2,1248.0,73.94,300000.0
486,Nissan,Nissan Micra Diesel,2013,60000,Diesel,First,23.08,1461.0,63.1,355000.0
487,Hyundai,Hyundai Verna 1.6,2013,37873,Diesel,First,22.32,1582.0,126.32,480000.0
488,BMW,BMW 5 Series,2011,31000,Petrol,First,10.8,2497.0,150.0,1350000.0
489,Mercedes-Benz,Mercedes-Benz GLS 350d,2017,129000,Diesel,First,11.0,2987.0,258.0,5600000.0
490,Honda,Honda CR-V 2.4L,2004,78000,Petrol,First,12.0,2354.0,187.4,399000.0
491,Hyundai,Hyundai Creta 1.6,2016,32000,Diesel,First,17.01,1582.0,126.2,1550000.0
492,Hyundai,Hyundai i10 Era,2010,59000,Petrol,Second,19.81,1086.0,68.05,231999.99999999997
493,Mercedes-Benz,Mercedes-Benz A Class,2016,35437,Diesel,First,20.0,2143.0,136.0,1857999.9999999998
494,Maruti,Maruti Ertiga VXI,2014,98000,Petrol,First,16.02,1373.0,93.7,550000.0
495,Skoda,Skoda Octavia Classic,2006,72000,Diesel,Second,18.7,1896.0,66.0,320000.0
496,Honda,Honda Amaze VX,2015,79000,Petrol,First,18.0,1198.0,86.7,400000.0
497,Maruti,Maruti Zen LXi,2004,29000,Petrol,First,17.3,993.0,60.0,160000.0
498,Maruti,Maruti SX4 ZXI,2013,66012,Petrol,First,15.5,1586.0,103.3,415000.00000000006
499,Honda,Honda Brio VX,2014,35000,Petrol,First,16.5,1198.0,86.8,425000.0
500,Maruti,Maruti Wagon R,2011,75000,Petrol,First,18.9,998.0,67.1,260000.0
501,Toyota,Toyota Camry A/T,2008,80000,Petrol,Second,12.1,2362.0,164.7,343000.0
502,Chevrolet,Chevrolet Beat LS,2012,32717,Petrol,First,18.6,1199.0,79.4,254999.99999999997
503,Toyota,Toyota Fortuner 4x4,2017,25000,Diesel,First,12.55,2982.0,168.5,3200000.0
504,Ford,Ford Ecosport 1.5,2014,79000,Diesel,First,22.7,1498.0,89.84,625000.0
505,Maruti,Maruti Swift Vdi,2010,86000,Diesel,Second,17.8,1248.0,75.0,360000.0
506,Mercedes-Benz,Mercedes-Benz S Class,2010,137000,Diesel,First,13.5,2987.0,282.0,1850000.0
507,Honda,Honda Mobilio S,2015,25000,Petrol,Second,17.3,1497.0,117.3,425000.0
508,Hyundai,Hyundai Grand i10,2017,8500,Petrol,Second,18.9,1197.0,82.0,480000.0
509,Mahindra,Mahindra XUV500 AT,2015,34000,Diesel,First,16.0,2179.0,140.0,1300000.0
510,Skoda,Skoda Fabia 1.6,2012,41629,Petrol,Second,14.83,1598.0,105.0,225000.0
511,Hyundai,Hyundai Santro Xing,2009,80227,Petrol,First,17.92,1086.0,62.1,229999.99999999997
512,Hyundai,Hyundai Creta 1.6,2019,8587,Petrol,First,15.29,1591.0,121.3,1356000.0
513,Mahindra,Mahindra Scorpio 1.99,2017,30000,Diesel,First,15.4,1997.0,120.0,1225000.0
514,Skoda,Skoda Rapid 1.6,2013,64186,Diesel,First,20.5,1598.0,103.5,376000.0
515,Renault,Renault Duster 110PS,2015,76427,Diesel,First,19.01,1461.0,108.45,858000.0
516,BMW,BMW X5 xDrive,2011,75000,Diesel,First,11.7,2993.0,245.0,2750000.0
517,Toyota,Toyota Etios G,2013,27075,Petrol,First,17.6,1496.0,88.73,495000.0
518,Maruti,Maruti Wagon R,2012,30000,Petrol,First,22.5,998.0,67.04,330000.0
519,Hyundai,Hyundai Creta 1.6,2016,69434,Petrol,First,15.8,1591.0,121.3,800000.0
520,Maruti,Maruti Celerio VXI,2014,56000,Petrol,First,23.1,998.0,67.04,279000.0
521,Land,Land Rover Range,2017,49275,Diesel,First,12.7,2179.0,187.7,4564000.0
522,Chevrolet,Chevrolet Beat LT,2014,8700,Petrol,First,18.6,1199.0,76.8,254999.99999999997
523,Tata,Tata Nano Twist,2014,18000,Petrol,Second,25.4,624.0,37.5,100000.0
524,Audi,Audi A6 2011-2015,2017,41041,Diesel,First,17.68,1968.0,174.33,3756000.0
525,Mercedes-Benz,Mercedes-Benz E-Class 280,2009,80464,Diesel,Second,11.0,2987.0,198.5,928999.9999999999
526,Maruti,Maruti Swift VXI,2019,20667,Petrol,First,22.0,1197.0,81.8,637000.0
527,Fiat,Fiat Linea T,2013,60283,Petrol,First,14.6,1368.0,112.0,298000.0
528,Maruti,Maruti Swift VXI,2017,31696,Petrol,First,20.4,1197.0,81.8,575000.0
529,Toyota,Toyota Fortuner 3.0,2010,100000,Diesel,First,11.5,2982.0,171.0,1300000.0
530,Maruti,Maruti Ertiga ZXI,2014,13361,Petrol,First,16.02,1373.0,93.7,680000.0
531,BMW,BMW 3 Series,2010,48394,Petrol,First,12.05,1995.0,154.0,1049000.0
532,Maruti,Maruti Ertiga VXI,2014,47399,Petrol,First,16.02,1373.0,93.7,560000.0
533,Honda,Honda City 1.5,2010,69000,Petrol,Second,16.8,1497.0,118.0,285000.0
534,Hyundai,Hyundai Santa Fe,2013,65278,Diesel,First,14.66,2199.0,194.3,836000.0
535,Tata,Tata Indigo LS,2005,108000,Diesel,First,17.0,1405.0,70.0,100000.0
536,Mercedes-Benz,Mercedes-Benz E-Class 2009-2013,2010,50645,Petrol,Second,10.93,2497.0,204.0,1075000.0
537,Maruti,Maruti Swift Dzire,2011,130002,Diesel,First,19.3,1248.0,73.9,385000.0
538,Ford,Ford Fiesta Classic,2012,107000,Diesel,First,17.8,1399.0,67.0,300000.0
539,Honda,Honda City i,2015,41950,Petrol,First,18.0,1497.0,117.3,960000.0
540,Toyota,Toyota Fortuner 4x2,2012,109000,Diesel,First,13.0,2982.0,168.5,1325000.0
541,Honda,Honda Amaze VX,2016,9000,Petrol,First,18.0,1198.0,86.7,575000.0
542,Hyundai,Hyundai i20 Asta,2014,43900,Diesel,First,22.54,1396.0,88.73,675000.0
543,Chevrolet,Chevrolet Enjoy TCDi,2013,64000,Diesel,Second,18.2,1248.0,73.8,484999.99999999994
544,Mercedes-Benz,Mercedes-Benz New C-Class,2019,13190,Petrol,First,0.0,1950.0,181.43,3899000.0
